"MSAPlate","AssayStrip","AssayCol","AssayRow","MfgPlate","Pool","MfgStrip","MfgCol","MfgRow"
16,2,3,8,298,"B",4,7,8
16,2,4,1,298,"B",4,8,1
16,2,4,2,298,"B",4,8,2
16,2,4,3,298,"B",4,8,3
16,2,4,4,298,"B",4,8,4
16,2,4,5,298,"B",4,8,5
16,2,4,6,298,"B",4,8,6
16,2,4,7,298,"B",4,8,7
16,2,4,8,298,"B",4,8,8
16,3,5,1,287,"B",4,7,1
16,3,5,2,287,"B",4,7,2
16,3,5,3,287,"B",4,7,3
16,3,5,4,287,"B",4,7,4
16,3,5,5,287,"B",4,7,5
16,3,5,6,287,"B",4,7,6
16,3,5,7,287,"B",4,7,7
16,3,5,8,287,"B",4,7,8
16,3,6,1,287,"B",4,8,1
16,3,6,2,287,"B",4,8,2
16,3,6,3,287,"B",4,8,3
16,3,6,4,287,"B",4,8,4
16,3,6,5,287,"B",4,8,5
16,3,6,6,287,"B",4,8,6
16,3,6,7,287,"B",4,8,7
16,3,6,8,287,"B",4,8,8
16,4,7,1,91,"A",2,3,1
16,4,7,2,91,"A",2,3,2
16,4,7,3,91,"A",2,3,3
16,4,7,4,91,"A",2,3,4
16,4,7,5,91,"A",2,3,5
16,4,7,6,91,"A",2,3,6
16,4,7,7,91,"A",2,3,7
16,4,7,8,91,"A",2,3,8
16,4,8,1,91,"A",2,4,1
16,4,8,2,91,"A",2,4,2
16,4,8,3,91,"A",2,4,3
16,4,8,4,91,"A",2,4,4
16,4,8,5,91,"A",2,4,5
16,4,8,6,91,"A",2,4,6
16,4,8,7,91,"A",2,4,7
16,4,8,8,91,"A",2,4,8
16,5,9,1,289,"B",2,3,1
16,5,9,2,289,"B",2,3,2
16,5,9,3,289,"B",2,3,3
16,5,9,4,289,"B",2,3,4
16,5,9,5,289,"B",2,3,5
16,5,9,6,289,"B",2,3,6
16,5,9,7,289,"B",2,3,7
16,5,9,8,289,"B",2,3,8
16,5,10,1,289,"B",2,4,1
16,5,10,2,289,"B",2,4,2
16,5,10,3,289,"B",2,4,3
16,5,10,4,289,"B",2,4,4
16,5,10,5,289,"B",2,4,5
16,5,10,6,289,"B",2,4,6
16,5,10,7,289,"B",2,4,7
16,5,10,8,289,"B",2,4,8
16,6,11,1,50,"A",2,3,1
16,6,11,2,50,"A",2,3,2
16,6,11,3,50,"A",2,3,3
16,6,11,4,50,"A",2,3,4
16,6,11,5,50,"A",2,3,5
16,6,11,6,50,"A",2,3,6
16,6,11,7,50,"A",2,3,7
16,6,11,8,50,"A",2,3,8
16,6,12,1,50,"A",2,4,1
16,6,12,2,50,"A",2,4,2
16,6,12,3,50,"A",2,4,3
16,6,12,4,50,"A",2,4,4
16,6,12,5,50,"A",2,4,5
16,6,12,6,50,"A",2,4,6
16,6,12,7,50,"A",2,4,7
16,6,12,8,50,"A",2,4,8
17,1,1,1,49,"A",5,9,1
17,1,1,2,49,"A",5,9,2
17,1,1,3,49,"A",5,9,3
17,1,1,4,49,"A",5,9,4
17,1,1,5,49,"A",5,9,5
17,1,1,6,49,"A",5,9,6
17,1,1,7,49,"A",5,9,7
17,1,1,8,49,"A",5,9,8
17,1,2,1,49,"A",5,10,1
17,1,2,2,49,"A",5,10,2
17,1,2,3,49,"A",5,10,3
17,1,2,4,49,"A",5,10,4
17,1,2,5,49,"A",5,10,5
17,1,2,6,49,"A",5,10,6
17,1,2,7,49,"A",5,10,7
17,1,2,8,49,"A",5,10,8
17,2,3,1,286,"B",3,5,1
17,2,3,2,286,"B",3,5,2
17,2,3,3,286,"B",3,5,3
17,2,3,4,286,"B",3,5,4
17,2,3,5,286,"B",3,5,5
17,2,3,6,286,"B",3,5,6
17,2,3,7,286,"B",3,5,7
17,2,3,8,286,"B",3,5,8
17,2,4,1,286,"B",3,6,1
17,2,4,2,286,"B",3,6,2
17,2,4,3,286,"B",3,6,3
17,2,4,4,286,"B",3,6,4
17,2,4,5,286,"B",3,6,5
17,2,4,6,286,"B",3,6,6
17,2,4,7,286,"B",3,6,7
17,2,4,8,286,"B",3,6,8
17,3,5,1,85,"A",2,3,1
17,3,5,2,85,"A",2,3,2
17,3,5,3,85,"A",2,3,3
17,3,5,4,85,"A",2,3,4
17,3,5,5,85,"A",2,3,5
17,3,5,6,85,"A",2,3,6
17,3,5,7,85,"A",2,3,7
17,3,5,8,85,"A",2,3,8
17,3,6,1,85,"A",2,4,1
17,3,6,2,85,"A",2,4,2
17,3,6,3,85,"A",2,4,3
17,3,6,4,85,"A",2,4,4
17,3,6,5,85,"A",2,4,5
17,3,6,6,85,"A",2,4,6
17,3,6,7,85,"A",2,4,7
17,3,6,8,85,"A",2,4,8
17,4,7,1,298,"B",2,3,1
17,4,7,2,298,"B",2,3,2
17,4,7,3,298,"B",2,3,3
17,4,7,4,298,"B",2,3,4
17,4,7,5,298,"B",2,3,5
17,4,7,6,298,"B",2,3,6
17,4,7,7,298,"B",2,3,7
17,4,7,8,298,"B",2,3,8
17,4,8,1,298,"B",2,4,1
17,4,8,2,298,"B",2,4,2
17,4,8,3,298,"B",2,4,3
17,4,8,4,298,"B",2,4,4
17,4,8,5,298,"B",2,4,5
17,4,8,6,298,"B",2,4,6
17,4,8,7,298,"B",2,4,7
17,4,8,8,298,"B",2,4,8
17,5,9,1,209,"B",5,9,1
17,5,9,2,209,"B",5,9,2
17,5,9,3,209,"B",5,9,3
17,5,9,4,209,"B",5,9,4
17,5,9,5,209,"B",5,9,5
17,5,9,6,209,"B",5,9,6
17,5,9,7,209,"B",5,9,7
17,5,9,8,209,"B",5,9,8
17,5,10,1,209,"B",5,10,1
17,5,10,2,209,"B",5,10,2
17,5,10,3,209,"B",5,10,3
17,5,10,4,209,"B",5,10,4
17,5,10,5,209,"B",5,10,5
17,5,10,6,209,"B",5,10,6
17,5,10,7,209,"B",5,10,7
17,5,10,8,209,"B",5,10,8
17,6,11,1,85,"A",5,9,1
17,6,11,2,85,"A",5,9,2
17,6,11,3,85,"A",5,9,3
17,6,11,4,85,"A",5,9,4
17,6,11,5,85,"A",5,9,5
17,6,11,6,85,"A",5,9,6
17,6,11,7,85,"A",5,9,7
17,6,11,8,85,"A",5,9,8
17,6,12,1,85,"A",5,10,1
17,6,12,2,85,"A",5,10,2
17,6,12,3,85,"A",5,10,3
17,6,12,4,85,"A",5,10,4
17,6,12,5,85,"A",5,10,5
17,6,12,6,85,"A",5,10,6
17,6,12,7,85,"A",5,10,7
17,6,12,8,85,"A",5,10,8
18,1,1,1,41,"A",4,7,1
18,1,1,2,41,"A",4,7,2
18,1,1,3,41,"A",4,7,3
18,1,1,4,41,"A",4,7,4
18,1,1,5,41,"A",4,7,5
18,1,1,6,41,"A",4,7,6
18,1,1,7,41,"A",4,7,7
18,1,1,8,41,"A",4,7,8
18,1,2,1,41,"A",4,8,1
18,1,2,2,41,"A",4,8,2
18,1,2,3,41,"A",4,8,3
18,1,2,4,41,"A",4,8,4
18,1,2,5,41,"A",4,8,5
18,1,2,6,41,"A",4,8,6
18,1,2,7,41,"A",4,8,7
18,1,2,8,41,"A",4,8,8
18,2,3,1,158,"B",4,7,1
18,2,3,2,158,"B",4,7,2
18,2,3,3,158,"B",4,7,3
18,2,3,4,158,"B",4,7,4
18,2,3,5,158,"B",4,7,5
18,2,3,6,158,"B",4,7,6
18,2,3,7,158,"B",4,7,7
18,2,3,8,158,"B",4,7,8
18,2,4,1,158,"B",4,8,1
18,2,4,2,158,"B",4,8,2
18,2,4,3,158,"B",4,8,3
18,2,4,4,158,"B",4,8,4
18,2,4,5,158,"B",4,8,5
18,2,4,6,158,"B",4,8,6
18,2,4,7,158,"B",4,8,7
18,2,4,8,158,"B",4,8,8
18,3,5,1,82,"A",5,9,1
18,3,5,2,82,"A",5,9,2
18,3,5,3,82,"A",5,9,3
18,3,5,4,82,"A",5,9,4
18,3,5,5,82,"A",5,9,5
18,3,5,6,82,"A",5,9,6
18,3,5,7,82,"A",5,9,7
18,3,5,8,82,"A",5,9,8
18,3,6,1,82,"A",5,10,1
18,3,6,2,82,"A",5,10,2
18,3,6,3,82,"A",5,10,3
18,3,6,4,82,"A",5,10,4
18,3,6,5,82,"A",5,10,5
18,3,6,6,82,"A",5,10,6
18,3,6,7,82,"A",5,10,7
18,3,6,8,82,"A",5,10,8
18,4,7,1,45,"A",4,7,1
18,4,7,2,45,"A",4,7,2
18,4,7,3,45,"A",4,7,3
18,4,7,4,45,"A",4,7,4
18,4,7,5,45,"A",4,7,5
18,4,7,6,45,"A",4,7,6
18,4,7,7,45,"A",4,7,7
18,4,7,8,45,"A",4,7,8
18,4,8,1,45,"A",4,8,1
18,4,8,2,45,"A",4,8,2
18,4,8,3,45,"A",4,8,3
18,4,8,4,45,"A",4,8,4
18,4,8,5,45,"A",4,8,5
18,4,8,6,45,"A",4,8,6
18,4,8,7,45,"A",4,8,7
18,4,8,8,45,"A",4,8,8
18,5,9,1,286,"B",1,1,1
18,5,9,2,286,"B",1,1,2
18,5,9,3,286,"B",1,1,3
18,5,9,4,286,"B",1,1,4
18,5,9,5,286,"B",1,1,5
18,5,9,6,286,"B",1,1,6
18,5,9,7,286,"B",1,1,7
18,5,9,8,286,"B",1,1,8
18,5,10,1,286,"B",1,2,1
18,5,10,2,286,"B",1,2,2
18,5,10,3,286,"B",1,2,3
18,5,10,4,286,"B",1,2,4
18,5,10,5,286,"B",1,2,5
18,5,10,6,286,"B",1,2,6
18,5,10,7,286,"B",1,2,7
18,5,10,8,286,"B",1,2,8
18,6,11,1,298,"B",3,5,1
18,6,11,2,298,"B",3,5,2
18,6,11,3,298,"B",3,5,3
18,6,11,4,298,"B",3,5,4
18,6,11,5,298,"B",3,5,5
18,6,11,6,298,"B",3,5,6
18,6,11,7,298,"B",3,5,7
18,6,11,8,298,"B",3,5,8
18,6,12,1,298,"B",3,6,1
18,6,12,2,298,"B",3,6,2
18,6,12,3,298,"B",3,6,3
18,6,12,4,298,"B",3,6,4
18,6,12,5,298,"B",3,6,5
18,6,12,6,298,"B",3,6,6
18,6,12,7,298,"B",3,6,7
18,6,12,8,298,"B",3,6,8
19,1,1,1,91,"A",5,9,1
19,1,1,2,91,"A",5,9,2
19,1,1,3,91,"A",5,9,3
19,1,1,4,91,"A",5,9,4
19,1,1,5,91,"A",5,9,5
19,1,1,6,91,"A",5,9,6
19,1,1,7,91,"A",5,9,7
19,1,1,8,91,"A",5,9,8
19,1,2,1,91,"A",5,10,1
19,1,2,2,91,"A",5,10,2
19,1,2,3,91,"A",5,10,3
19,1,2,4,91,"A",5,10,4
19,1,2,5,91,"A",5,10,5
19,1,2,6,91,"A",5,10,6
19,1,2,7,91,"A",5,10,7
19,1,2,8,91,"A",5,10,8
19,2,3,1,89,"A",4,7,1
19,2,3,2,89,"A",4,7,2
19,2,3,3,89,"A",4,7,3
19,2,3,4,89,"A",4,7,4
19,2,3,5,89,"A",4,7,5
19,2,3,6,89,"A",4,7,6
19,2,3,7,89,"A",4,7,7
19,2,3,8,89,"A",4,7,8
19,2,4,1,89,"A",4,8,1
19,2,4,2,89,"A",4,8,2
19,2,4,3,89,"A",4,8,3
19,2,4,4,89,"A",4,8,4
19,2,4,5,89,"A",4,8,5
19,2,4,6,89,"A",4,8,6
19,2,4,7,89,"A",4,8,7
19,2,4,8,89,"A",4,8,8
19,3,5,1,194,"B",5,9,1
19,3,5,2,194,"B",5,9,2
19,3,5,3,194,"B",5,9,3
19,3,5,4,194,"B",5,9,4
19,3,5,5,194,"B",5,9,5
19,3,5,6,194,"B",5,9,6
19,3,5,7,194,"B",5,9,7
19,3,5,8,194,"B",5,9,8
19,3,6,1,194,"B",5,10,1
19,3,6,2,194,"B",5,10,2
19,3,6,3,194,"B",5,10,3
19,3,6,4,194,"B",5,10,4
19,3,6,5,194,"B",5,10,5
19,3,6,6,194,"B",5,10,6
19,3,6,7,194,"B",5,10,7
19,3,6,8,194,"B",5,10,8
19,4,7,1,46,"A",5,9,1
19,4,7,2,46,"A",5,9,2
19,4,7,3,46,"A",5,9,3
19,4,7,4,46,"A",5,9,4
19,4,7,5,46,"A",5,9,5
19,4,7,6,46,"A",5,9,6
19,4,7,7,46,"A",5,9,7
19,4,7,8,46,"A",5,9,8
19,4,8,1,46,"A",5,10,1
19,4,8,2,46,"A",5,10,2
19,4,8,3,46,"A",5,10,3
19,4,8,4,46,"A",5,10,4
19,4,8,5,46,"A",5,10,5
19,4,8,6,46,"A",5,10,6
19,4,8,7,46,"A",5,10,7
19,4,8,8,46,"A",5,10,8
19,5,9,1,281,"B",5,9,1
19,5,9,2,281,"B",5,9,2
19,5,9,3,281,"B",5,9,3
19,5,9,4,281,"B",5,9,4
19,5,9,5,281,"B",5,9,5
19,5,9,6,281,"B",5,9,6
19,5,9,7,281,"B",5,9,7
19,5,9,8,281,"B",5,9,8
19,5,10,1,281,"B",5,10,1
19,5,10,2,281,"B",5,10,2
19,5,10,3,281,"B",5,10,3
19,5,10,4,281,"B",5,10,4
19,5,10,5,281,"B",5,10,5
19,5,10,6,281,"B",5,10,6
19,5,10,7,281,"B",5,10,7
19,5,10,8,281,"B",5,10,8
19,6,11,1,292,"B",4,7,1
19,6,11,2,292,"B",4,7,2
19,6,11,3,292,"B",4,7,3
19,6,11,4,292,"B",4,7,4
19,6,11,5,292,"B",4,7,5
19,6,11,6,292,"B",4,7,6
19,6,11,7,292,"B",4,7,7
19,6,11,8,292,"B",4,7,8
19,6,12,1,292,"B",4,8,1
19,6,12,2,292,"B",4,8,2
19,6,12,3,292,"B",4,8,3
19,6,12,4,292,"B",4,8,4
19,6,12,5,292,"B",4,8,5
19,6,12,6,292,"B",4,8,6
19,6,12,7,292,"B",4,8,7
19,6,12,8,292,"B",4,8,8
20,1,1,1,294,"B",2,3,1
20,1,1,2,294,"B",2,3,2
20,1,1,3,294,"B",2,3,3
20,1,1,4,294,"B",2,3,4
20,1,1,5,294,"B",2,3,5
20,1,1,6,294,"B",2,3,6
20,1,1,7,294,"B",2,3,7
20,1,1,8,294,"B",2,3,8
20,1,2,1,294,"B",2,4,1
20,1,2,2,294,"B",2,4,2
20,1,2,3,294,"B",2,4,3
20,1,2,4,294,"B",2,4,4
20,1,2,5,294,"B",2,4,5
20,1,2,6,294,"B",2,4,6
20,1,2,7,294,"B",2,4,7
20,1,2,8,294,"B",2,4,8
20,2,3,1,48,"A",2,3,1
20,2,3,2,48,"A",2,3,2
20,2,3,3,48,"A",2,3,3
20,2,3,4,48,"A",2,3,4
20,2,3,5,48,"A",2,3,5
20,2,3,6,48,"A",2,3,6
20,2,3,7,48,"A",2,3,7
20,2,3,8,48,"A",2,3,8
20,2,4,1,48,"A",2,4,1
20,2,4,2,48,"A",2,4,2
20,2,4,3,48,"A",2,4,3
20,2,4,4,48,"A",2,4,4
20,2,4,5,48,"A",2,4,5
20,2,4,6,48,"A",2,4,6
20,2,4,7,48,"A",2,4,7
20,2,4,8,48,"A",2,4,8
20,3,5,1,296,"B",3,5,1
20,3,5,2,296,"B",3,5,2
20,3,5,3,296,"B",3,5,3
20,3,5,4,296,"B",3,5,4
20,3,5,5,296,"B",3,5,5
20,3,5,6,296,"B",3,5,6
20,3,5,7,296,"B",3,5,7
20,3,5,8,296,"B",3,5,8
20,3,6,1,296,"B",3,6,1
20,3,6,2,296,"B",3,6,2
20,3,6,3,296,"B",3,6,3
20,3,6,4,296,"B",3,6,4
20,3,6,5,296,"B",3,6,5
20,3,6,6,296,"B",3,6,6
20,3,6,7,296,"B",3,6,7
20,3,6,8,296,"B",3,6,8
20,4,7,1,296,"B",5,9,1
20,4,7,2,296,"B",5,9,2
20,4,7,3,296,"B",5,9,3
20,4,7,4,296,"B",5,9,4
20,4,7,5,296,"B",5,9,5
20,4,7,6,296,"B",5,9,6
20,4,7,7,296,"B",5,9,7
20,4,7,8,296,"B",5,9,8
20,4,8,1,296,"B",5,10,1
20,4,8,2,296,"B",5,10,2
20,4,8,3,296,"B",5,10,3
20,4,8,4,296,"B",5,10,4
20,4,8,5,296,"B",5,10,5
20,4,8,6,296,"B",5,10,6
20,4,8,7,296,"B",5,10,7
20,4,8,8,296,"B",5,10,8
20,5,9,1,70,"A",2,3,1
20,5,9,2,70,"A",2,3,2
20,5,9,3,70,"A",2,3,3
20,5,9,4,70,"A",2,3,4
20,5,9,5,70,"A",2,3,5
20,5,9,6,70,"A",2,3,6
20,5,9,7,70,"A",2,3,7
20,5,9,8,70,"A",2,3,8
20,5,10,1,70,"A",2,4,1
20,5,10,2,70,"A",2,4,2
20,5,10,3,70,"A",2,4,3
20,5,10,4,70,"A",2,4,4
20,5,10,5,70,"A",2,4,5
20,5,10,6,70,"A",2,4,6
20,5,10,7,70,"A",2,4,7
20,5,10,8,70,"A",2,4,8
20,6,11,1,93,"A",4,7,1
20,6,11,2,93,"A",4,7,2
20,6,11,3,93,"A",4,7,3
20,6,11,4,93,"A",4,7,4
20,6,11,5,93,"A",4,7,5
20,6,11,6,93,"A",4,7,6
20,6,11,7,93,"A",4,7,7
20,6,11,8,93,"A",4,7,8
20,6,12,1,93,"A",4,8,1
20,6,12,2,93,"A",4,8,2
20,6,12,3,93,"A",4,8,3
20,6,12,4,93,"A",4,8,4
20,6,12,5,93,"A",4,8,5
20,6,12,6,93,"A",4,8,6
20,6,12,7,93,"A",4,8,7
20,6,12,8,93,"A",4,8,8
21,1,1,1,41,"A",5,9,1
21,1,1,2,41,"A",5,9,2
21,1,1,3,41,"A",5,9,3
21,1,1,4,41,"A",5,9,4
21,1,1,5,41,"A",5,9,5
21,1,1,6,41,"A",5,9,6
21,1,1,7,41,"A",5,9,7
21,1,1,8,41,"A",5,9,8
21,1,2,1,41,"A",5,10,1
21,1,2,2,41,"A",5,10,2
21,1,2,3,41,"A",5,10,3
21,1,2,4,41,"A",5,10,4
21,1,2,5,41,"A",5,10,5
21,1,2,6,41,"A",5,10,6
21,1,2,7,41,"A",5,10,7
21,1,2,8,41,"A",5,10,8
21,2,3,1,295,"B",5,9,1
21,2,3,2,295,"B",5,9,2
21,2,3,3,295,"B",5,9,3
21,2,3,4,295,"B",5,9,4
21,2,3,5,295,"B",5,9,5
21,2,3,6,295,"B",5,9,6
21,2,3,7,295,"B",5,9,7
21,2,3,8,295,"B",5,9,8
21,2,4,1,295,"B",5,10,1
21,2,4,2,295,"B",5,10,2
21,2,4,3,295,"B",5,10,3
21,2,4,4,295,"B",5,10,4
21,2,4,5,295,"B",5,10,5
21,2,4,6,295,"B",5,10,6
21,2,4,7,295,"B",5,10,7
21,2,4,8,295,"B",5,10,8
21,3,5,1,192,"B",2,3,1
21,3,5,2,192,"B",2,3,2
21,3,5,3,192,"B",2,3,3
21,3,5,4,192,"B",2,3,4
21,3,5,5,192,"B",2,3,5
21,3,5,6,192,"B",2,3,6
21,3,5,7,192,"B",2,3,7
21,3,5,8,192,"B",2,3,8
21,3,6,1,192,"B",2,4,1
21,3,6,2,192,"B",2,4,2
21,3,6,3,192,"B",2,4,3
21,3,6,4,192,"B",2,4,4
21,3,6,5,192,"B",2,4,5
21,3,6,6,192,"B",2,4,6
21,3,6,7,192,"B",2,4,7
21,3,6,8,192,"B",2,4,8
21,4,7,1,61,"A",2,3,1
21,4,7,2,61,"A",2,3,2
21,4,7,3,61,"A",2,3,3
21,4,7,4,61,"A",2,3,4
21,4,7,5,61,"A",2,3,5
21,4,7,6,61,"A",2,3,6
21,4,7,7,61,"A",2,3,7
21,4,7,8,61,"A",2,3,8
21,4,8,1,61,"A",2,4,1
21,4,8,2,61,"A",2,4,2
21,4,8,3,61,"A",2,4,3
21,4,8,4,61,"A",2,4,4
21,4,8,5,61,"A",2,4,5
21,4,8,6,61,"A",2,4,6
21,4,8,7,61,"A",2,4,7
21,4,8,8,61,"A",2,4,8
21,5,9,1,48,"B",5,9,1
21,5,9,2,48,"B",5,9,2
21,5,9,3,48,"B",5,9,3
21,5,9,4,48,"B",5,9,4
21,5,9,5,48,"B",5,9,5
21,5,9,6,48,"B",5,9,6
21,5,9,7,48,"B",5,9,7
21,5,9,8,48,"B",5,9,8
21,5,10,1,48,"B",5,10,1
21,5,10,2,48,"B",5,10,2
21,5,10,3,48,"B",5,10,3
21,5,10,4,48,"B",5,10,4
21,5,10,5,48,"B",5,10,5
21,5,10,6,48,"B",5,10,6
21,5,10,7,48,"B",5,10,7
21,5,10,8,48,"B",5,10,8
21,6,11,1,36,"A",3,5,1
21,6,11,2,36,"A",3,5,2
21,6,11,3,36,"A",3,5,3
21,6,11,4,36,"A",3,5,4
21,6,11,5,36,"A",3,5,5
21,6,11,6,36,"A",3,5,6
21,6,11,7,36,"A",3,5,7
21,6,11,8,36,"A",3,5,8
21,6,12,1,36,"A",3,6,1
21,6,12,2,36,"A",3,6,2
21,6,12,3,36,"A",3,6,3
21,6,12,4,36,"A",3,6,4
21,6,12,5,36,"A",3,6,5
21,6,12,6,36,"A",3,6,6
21,6,12,7,36,"A",3,6,7
21,6,12,8,36,"A",3,6,8
22,1,1,1,42,"A",4,7,1
22,1,1,2,42,"A",4,7,2
22,1,1,3,42,"A",4,7,3
22,1,1,4,42,"A",4,7,4
22,1,1,5,42,"A",4,7,5
22,1,1,6,42,"A",4,7,6
22,1,1,7,42,"A",4,7,7
22,1,1,8,42,"A",4,7,8
22,1,2,1,42,"A",4,8,1
22,1,2,2,42,"A",4,8,2
22,1,2,3,42,"A",4,8,3
22,1,2,4,42,"A",4,8,4
22,1,2,5,42,"A",4,8,5
22,1,2,6,42,"A",4,8,6
22,1,2,7,42,"A",4,8,7
22,1,2,8,42,"A",4,8,8
22,2,3,1,66,"A",3,5,1
22,2,3,2,66,"A",3,5,2
22,2,3,3,66,"A",3,5,3
22,2,3,4,66,"A",3,5,4
22,2,3,5,66,"A",3,5,5
22,2,3,6,66,"A",3,5,6
22,2,3,7,66,"A",3,5,7
22,2,3,8,66,"A",3,5,8
22,2,4,1,66,"A",3,6,1
22,2,4,2,66,"A",3,6,2
22,2,4,3,66,"A",3,6,3
22,2,4,4,66,"A",3,6,4
22,2,4,5,66,"A",3,6,5
22,2,4,6,66,"A",3,6,6
22,2,4,7,66,"A",3,6,7
22,2,4,8,66,"A",3,6,8
22,3,5,1,139,"B",5,9,1
22,3,5,2,139,"B",5,9,2
22,3,5,3,139,"B",5,9,3
22,3,5,4,139,"B",5,9,4
22,3,5,5,139,"B",5,9,5
22,3,5,6,139,"B",5,9,6
22,3,5,7,139,"B",5,9,7
22,3,5,8,139,"B",5,9,8
22,3,6,1,139,"B",5,10,1
22,3,6,2,139,"B",5,10,2
22,3,6,3,139,"B",5,10,3
22,3,6,4,139,"B",5,10,4
22,3,6,5,139,"B",5,10,5
22,3,6,6,139,"B",5,10,6
22,3,6,7,139,"B",5,10,7
22,3,6,8,139,"B",5,10,8
22,4,7,1,193,"B",5,9,1
22,4,7,2,193,"B",5,9,2
22,4,7,3,193,"B",5,9,3
22,4,7,4,193,"B",5,9,4
22,4,7,5,193,"B",5,9,5
22,4,7,6,193,"B",5,9,6
22,4,7,7,193,"B",5,9,7
22,4,7,8,193,"B",5,9,8
22,4,8,1,193,"B",5,10,1
22,4,8,2,193,"B",5,10,2
22,4,8,3,193,"B",5,10,3
22,4,8,4,193,"B",5,10,4
22,4,8,5,193,"B",5,10,5
22,4,8,6,193,"B",5,10,6
22,4,8,7,193,"B",5,10,7
22,4,8,8,193,"B",5,10,8
22,5,9,1,294,"B",3,5,1
22,5,9,2,294,"B",3,5,2
22,5,9,3,294,"B",3,5,3
22,5,9,4,294,"B",3,5,4
22,5,9,5,294,"B",3,5,5
22,5,9,6,294,"B",3,5,6
22,5,9,7,294,"B",3,5,7
22,5,9,8,294,"B",3,5,8
22,5,10,1,294,"B",3,6,1
22,5,10,2,294,"B",3,6,2
22,5,10,3,294,"B",3,6,3
22,5,10,4,294,"B",3,6,4
22,5,10,5,294,"B",3,6,5
22,5,10,6,294,"B",3,6,6
22,5,10,7,294,"B",3,6,7
22,5,10,8,294,"B",3,6,8
22,6,11,1,78,"A",3,5,1
22,6,11,2,78,"A",3,5,2
22,6,11,3,78,"A",3,5,3
22,6,11,4,78,"A",3,5,4
22,6,11,5,78,"A",3,5,5
22,6,11,6,78,"A",3,5,6
22,6,11,7,78,"A",3,5,7
22,6,11,8,78,"A",3,5,8
22,6,12,1,78,"A",3,6,1
22,6,12,2,78,"A",3,6,2
22,6,12,3,78,"A",3,6,3
22,6,12,4,78,"A",3,6,4
22,6,12,5,78,"A",3,6,5
22,6,12,6,78,"A",3,6,6
22,6,12,7,78,"A",3,6,7
22,6,12,8,78,"A",3,6,8
23,1,1,1,282,"B",4,7,1
23,1,1,2,282,"B",4,7,2
23,1,1,3,282,"B",4,7,3
23,1,1,4,282,"B",4,7,4
23,1,1,5,282,"B",4,7,5
23,1,1,6,282,"B",4,7,6
23,1,1,7,282,"B",4,7,7
23,1,1,8,282,"B",4,7,8
23,1,2,1,282,"B",4,8,1
23,1,2,2,282,"B",4,8,2
23,1,2,3,282,"B",4,8,3
23,1,2,4,282,"B",4,8,4
23,1,2,5,282,"B",4,8,5
23,1,2,6,282,"B",4,8,6
23,1,2,7,282,"B",4,8,7
23,1,2,8,282,"B",4,8,8
23,2,3,1,284,"B",3,5,1
23,2,3,2,284,"B",3,5,2
23,2,3,3,284,"B",3,5,3
23,2,3,4,284,"B",3,5,4
23,2,3,5,284,"B",3,5,5
23,2,3,6,284,"B",3,5,6
23,2,3,7,284,"B",3,5,7
23,2,3,8,284,"B",3,5,8
23,2,4,1,284,"B",3,6,1
23,2,4,2,284,"B",3,6,2
23,2,4,3,284,"B",3,6,3
23,2,4,4,284,"B",3,6,4
23,2,4,5,284,"B",3,6,5
23,2,4,6,284,"B",3,6,6
23,2,4,7,284,"B",3,6,7
23,2,4,8,284,"B",3,6,8
23,3,5,1,64,"A",3,5,1
23,3,5,2,64,"A",3,5,2
23,3,5,3,64,"A",3,5,3
23,3,5,4,64,"A",3,5,4
23,3,5,5,64,"A",3,5,5
23,3,5,6,64,"A",3,5,6
23,3,5,7,64,"A",3,5,7
23,3,5,8,64,"A",3,5,8
23,3,6,1,64,"A",3,6,1
23,3,6,2,64,"A",3,6,2
23,3,6,3,64,"A",3,6,3
23,3,6,4,64,"A",3,6,4
23,3,6,5,64,"A",3,6,5
23,3,6,6,64,"A",3,6,6
23,3,6,7,64,"A",3,6,7
23,3,6,8,64,"A",3,6,8
23,4,7,1,56,"A",4,7,1
23,4,7,2,56,"A",4,7,2
23,4,7,3,56,"A",4,7,3
23,4,7,4,56,"A",4,7,4
23,4,7,5,56,"A",4,7,5
23,4,7,6,56,"A",4,7,6
23,4,7,7,56,"A",4,7,7
23,4,7,8,56,"A",4,7,8
23,4,8,1,56,"A",4,8,1
23,4,8,2,56,"A",4,8,2
23,4,8,3,56,"A",4,8,3
23,4,8,4,56,"A",4,8,4
23,4,8,5,56,"A",4,8,5
23,4,8,6,56,"A",4,8,6
23,4,8,7,56,"A",4,8,7
23,4,8,8,56,"A",4,8,8
23,5,9,1,64,"A",2,3,1
23,5,9,2,64,"A",2,3,2
23,5,9,3,64,"A",2,3,3
23,5,9,4,64,"A",2,3,4
23,5,9,5,64,"A",2,3,5
23,5,9,6,64,"A",2,3,6
23,5,9,7,64,"A",2,3,7
23,5,9,8,64,"A",2,3,8
23,5,10,1,64,"A",2,4,1
23,5,10,2,64,"A",2,4,2
23,5,10,3,64,"A",2,4,3
23,5,10,4,64,"A",2,4,4
23,5,10,5,64,"A",2,4,5
23,5,10,6,64,"A",2,4,6
23,5,10,7,64,"A",2,4,7
23,5,10,8,64,"A",2,4,8
23,6,11,1,292,"B",2,3,1
23,6,11,2,292,"B",2,3,2
23,6,11,3,292,"B",2,3,3
23,6,11,4,292,"B",2,3,4
