"Day","Shift","Run","AssayRow","AssayCol","A450","A650"
2,"Evening",12,"8","11",0.523,0.042
2,"Evening",12,"1","12",0.546,0.042
2,"Evening",12,"2","12",0.587,0.04
2,"Evening",12,"3","12",0.575,0.041
2,"Evening",12,"4","12",0.583,0.043
2,"Evening",12,"5","12",0.56,0.043
2,"Evening",12,"6","12",0.558,0.04
2,"Evening",12,"7","12",0.588,0.04
2,"Evening",12,"8","12",0.537,0.038
2,"Evening",13,"1","1",0.648,0.039
2,"Evening",13,"2","1",0.632,0.039
2,"Evening",13,"3","1",0.676,0.041
2,"Evening",13,"4","1",0.618,0.041
2,"Evening",13,"5","1",0.606,0.041
2,"Evening",13,"6","1",0.587,0.037
2,"Evening",13,"7","1",0.632,0.038
2,"Evening",13,"8","1",0.609,0.039
2,"Evening",13,"1","2",0.552,0.039
2,"Evening",13,"2","2",0.677,0.039
2,"Evening",13,"3","2",0.632,0.039
2,"Evening",13,"4","2",0.551,0.04
2,"Evening",13,"5","2",0.537,0.039
2,"Evening",13,"6","2",0.607,0.036
2,"Evening",13,"7","2",0.638,0.037
2,"Evening",13,"8","2",0.624,0.04
2,"Evening",13,"1","3",0.632,0.037
2,"Evening",13,"2","3",0.611,0.037
2,"Evening",13,"3","3",0.575,0.039
2,"Evening",13,"4","3",0.629,0.039
2,"Evening",13,"5","3",0.622,0.04
2,"Evening",13,"6","3",0.615,0.038
2,"Evening",13,"7","3",0.605,0.037
2,"Evening",13,"8","3",0.598,0.039
2,"Evening",13,"1","4",0.572,0.038
2,"Evening",13,"2","4",0.893,0.043
2,"Evening",13,"3","4",0.658,0.039
2,"Evening",13,"4","4",0.561,0.039
2,"Evening",13,"5","4",0.567,0.04
2,"Evening",13,"6","4",0.617,0.036
2,"Evening",13,"7","4",0.621,0.037
2,"Evening",13,"8","4",0.678,0.041
2,"Evening",13,"1","5",0.625,0.04
2,"Evening",13,"2","5",0.592,0.038
2,"Evening",13,"3","5",0.572,0.039
2,"Evening",13,"4","5",0.643,0.041
2,"Evening",13,"5","5",0.601,0.039
2,"Evening",13,"6","5",0.571,0.038
2,"Evening",13,"7","5",0.592,0.036
2,"Evening",13,"8","5",0.517,0.036
2,"Evening",13,"1","6",0.592,0.039
2,"Evening",13,"2","6",0.614,0.039
2,"Evening",13,"3","6",0.641,0.039
2,"Evening",13,"4","6",0.554,0.04
2,"Evening",13,"5","6",0.551,0.039
2,"Evening",13,"6","6",0.643,0.038
2,"Evening",13,"7","6",0.583,0.038
2,"Evening",13,"8","6",0.661,0.041
2,"Evening",13,"1","7",0.625,0.039
2,"Evening",13,"2","7",0.605,0.038
2,"Evening",13,"3","7",0.564,0.041
2,"Evening",13,"4","7",0.587,0.039
2,"Evening",13,"5","7",0.612,0.04
2,"Evening",13,"6","7",0.605,0.038
2,"Evening",13,"7","7",0.58,0.038
2,"Evening",13,"8","7",0.602,0.038
2,"Evening",13,"1","8",0.594,0.039
2,"Evening",13,"2","8",0.534,0.038
2,"Evening",13,"3","8",0.588,0.04
2,"Evening",13,"4","8",0.589,0.039
2,"Evening",13,"5","8",0.587,0.039
2,"Evening",13,"6","8",0.61,0.039
2,"Evening",13,"7","8",0.544,0.036
2,"Evening",13,"8","8",0.578,0.037
2,"Evening",13,"1","9",0.617,0.038
2,"Evening",13,"2","9",0.545,0.037
2,"Evening",13,"3","9",0.58,0.041
2,"Evening",13,"4","9",0.575,0.04
2,"Evening",13,"5","9",0.64,0.042
2,"Evening",13,"6","9",0.586,0.038
2,"Evening",13,"7","9",0.537,0.036
2,"Evening",13,"8","9",0.59,0.038
2,"Evening",13,"1","10",0.629,0.04
2,"Evening",13,"2","10",0.554,0.038
2,"Evening",13,"3","10",0.647,0.042
2,"Evening",13,"4","10",0.591,0.038
2,"Evening",13,"5","10",0.581,0.04
2,"Evening",13,"6","10",0.585,0.04
2,"Evening",13,"7","10",0.589,0.038
2,"Evening",13,"8","10",0.594,0.039
2,"Evening",13,"1","11",0.609,0.039
2,"Evening",13,"2","11",0.552,0.037
2,"Evening",13,"3","11",0.541,0.041
2,"Evening",13,"4","11",0.585,0.04
2,"Evening",13,"5","11",0.578,0.04
2,"Evening",13,"6","11",0.595,0.039
2,"Evening",13,"7","11",0.535,0.037
2,"Evening",13,"8","11",0.592,0.038
2,"Evening",13,"1","12",0.603,0.041
2,"Evening",13,"2","12",0.567,0.038
2,"Evening",13,"3","12",0.582,0.041
2,"Evening",13,"4","12",0.667,0.04
2,"Evening",13,"5","12",0.61,0.039
2,"Evening",13,"6","12",0.715,0.042
2,"Evening",13,"7","12",0.674,0.038
2,"Evening",13,"8","12",0.544,0.038
2,"Evening",14,"1","1",0.53,0.038
2,"Evening",14,"2","1",0.457,0.036
2,"Evening",14,"3","1",0.469,0.037
2,"Evening",14,"4","1",0.445,0.037
2,"Evening",14,"5","1",0.462,0.038
2,"Evening",14,"6","1",0.468,0.035
2,"Evening",14,"7","1",0.547,0.036
2,"Evening",14,"8","1",0.516,0.037
2,"Evening",14,"1","2",0.448,0.036
2,"Evening",14,"2","2",0.404,0.035
2,"Evening",14,"3","2",0.442,0.036
2,"Evening",14,"4","2",0.501,0.039
2,"Evening",14,"5","2",0.466,0.037
2,"Evening",14,"6","2",0.444,0.035
2,"Evening",14,"7","2",0.496,0.035
2,"Evening",14,"8","2",0.483,0.037
2,"Evening",14,"1","3",0.473,0.037
2,"Evening",14,"2","3",0.429,0.035
2,"Evening",14,"3","3",0.456,0.036
2,"Evening",14,"4","3",0.423,0.036
2,"Evening",14,"5","3",0.449,0.036
2,"Evening",14,"6","3",0.486,0.035
2,"Evening",14,"7","3",0.456,0.035
2,"Evening",14,"8","3",0.526,0.058
2,"Evening",14,"1","4",0.541,0.039
2,"Evening",14,"2","4",0.41,0.035
2,"Evening",14,"3","4",0.465,0.035
2,"Evening",14,"4","4",0.506,0.038
2,"Evening",14,"5","4",0.449,0.037
2,"Evening",14,"6","4",0.416,0.036
2,"Evening",14,"7","4",0.473,0.038
2,"Evening",14,"8","4",0.488,0.04
2,"Evening",14,"1","5",0.443,0.035
2,"Evening",14,"2","5",0.426,0.035
2,"Evening",14,"3","5",0.475,0.038
2,"Evening",14,"4","5",0.486,0.039
2,"Evening",14,"5","5",0.567,0.039
2,"Evening",14,"6","5",0.494,0.043
2,"Evening",14,"7","5",0.491,0.037
2,"Evening",14,"8","5",0.478,0.039
2,"Evening",14,"1","6",0.524,0.037
2,"Evening",14,"2","6",0.441,0.036
2,"Evening",14,"3","6",0.44,0.037
2,"Evening",14,"4","6",0.446,0.04
2,"Evening",14,"5","6",0.502,0.04
2,"Evening",14,"6","6",0.476,0.037
2,"Evening",14,"7","6",0.517,0.052
2,"Evening",14,"8","6",0.631,0.04
2,"Evening",14,"1","7",0.499,0.038
2,"Evening",14,"2","7",0.504,0.037
2,"Evening",14,"3","7",0.474,0.041
2,"Evening",14,"4","7",0.422,0.037
2,"Evening",14,"5","7",0.445,0.05
2,"Evening",14,"6","7",0.483,0.05
2,"Evening",14,"7","7",0.558,0.037
2,"Evening",14,"8","7",0.611,0.039
2,"Evening",14,"1","8",0.589,0.04
2,"Evening",14,"2","8",0.527,0.06
2,"Evening",14,"3","8",0.472,0.039
2,"Evening",14,"4","8",0.469,0.04
2,"Evening",14,"5","8",0.483,0.042
2,"Evening",14,"6","8",0.486,0.036
2,"Evening",14,"7","8",0.486,0.037
2,"Evening",14,"8","8",0.588,0.037
2,"Evening",14,"1","9",0.422,0.039
2,"Evening",14,"2","9",0.499,0.038
2,"Evening",14,"3","9",0.495,0.04
2,"Evening",14,"4","9",0.4,0.041
2,"Evening",14,"5","9",0.445,0.043
2,"Evening",14,"6","9",0.474,0.037
2,"Evening",14,"7","9",0.499,0.037
2,"Evening",14,"8","9",0.566,0.039
2,"Evening",14,"1","10",0.641,0.042
2,"Evening",14,"2","10",0.479,0.037
2,"Evening",14,"3","10",0.451,0.04
2,"Evening",14,"4","10",0.441,0.039
2,"Evening",14,"5","10",0.508,0.042
2,"Evening",14,"6","10",0.508,0.04
2,"Evening",14,"7","10",0.51,0.057
2,"Evening",14,"8","10",0.559,0.042
2,"Evening",14,"1","11",0.435,0.039
2,"Evening",14,"2","11",0.455,0.035
2,"Evening",14,"3","11",0.511,0.04
2,"Evening",14,"4","11",0.42,0.038
2,"Evening",14,"5","11",0.44,0.04
2,"Evening",14,"6","11",0.518,0.037
2,"Evening",14,"7","11",0.552,0.036
2,"Evening",14,"8","11",0.574,0.039
2,"Evening",14,"1","12",0.491,0.039
2,"Evening",14,"2","12",0.547,0.037
2,"Evening",14,"3","12",0.613,0.041
2,"Evening",14,"4","12",0.541,0.041
2,"Evening",14,"5","12",0.57,0.042
2,"Evening",14,"6","12",0.515,0.039
2,"Evening",14,"7","12",0.589,0.04
2,"Evening",14,"8","12",0.577,0.039
2,"Evening",15,"1","1",0.503,0.038
2,"Evening",15,"2","1",0.574,0.035
2,"Evening",15,"3","1",0.615,0.039
2,"Evening",15,"4","1",0.585,0.038
2,"Evening",15,"5","1",0.572,0.038
2,"Evening",15,"6","1",0.567,0.035
2,"Evening",15,"7","1",0.562,0.038
2,"Evening",15,"8","1",0.65,0.038
2,"Evening",15,"1","2",0.516,0.04
2,"Evening",15,"2","2",0.581,0.04
2,"Evening",15,"3","2",0.582,0.039
2,"Evening",15,"4","2",0.591,0.041
2,"Evening",15,"5","2",0.583,0.039
2,"Evening",15,"6","2",0.596,0.037
2,"Evening",15,"7","2",0.602,0.036
2,"Evening",15,"8","2",0.601,0.038
2,"Evening",15,"1","3",0.484,0.037
2,"Evening",15,"2","3",0.604,0.037
2,"Evening",15,"3","3",0.611,0.038
2,"Evening",15,"4","3",0.577,0.038
2,"Evening",15,"5","3",0.539,0.038
2,"Evening",15,"6","3",0.589,0.035
2,"Evening",15,"7","3",0.545,0.037
2,"Evening",15,"8","3",0.601,0.038
2,"Evening",15,"1","4",0.507,0.037
2,"Evening",15,"2","4",0.56,0.039
2,"Evening",15,"3","4",0.617,0.038
2,"Evening",15,"4","4",0.562,0.039
2,"Evening",15,"5","4",0.57,0.04
2,"Evening",15,"6","4",0.604,0.036
2,"Evening",15,"7","4",0.574,0.038
2,"Evening",15,"8","4",0.535,0.036
2,"Evening",15,"1","5",0.506,0.04
2,"Evening",15,"2","5",0.613,0.039
2,"Evening",15,"3","5",0.637,0.04
2,"Evening",15,"4","5",0.602,0.041
2,"Evening",15,"5","5",0.541,0.039
2,"Evening",15,"6","5",0.567,0.041
2,"Evening",15,"7","5",0.574,0.035
2,"Evening",15,"8","5",0.574,0.036
2,"Evening",15,"1","6",0.529,0.039
2,"Evening",15,"2","6",0.545,0.039
2,"Evening",15,"3","6",0.574,0.039
2,"Evening",15,"4","6",0.569,0.039
2,"Evening",15,"5","6",0.572,0.037
2,"Evening",15,"6","6",0.616,0.039
2,"Evening",15,"7","6",0.536,0.037
2,"Evening",15,"8","6",0.556,0.037
2,"Evening",15,"1","7",0.575,0.039
2,"Evening",15,"2","7",0.531,0.038
2,"Evening",15,"3","7",0.543,0.039
2,"Evening",15,"4","7",0.567,0.038
2,"Evening",15,"5","7",0.57,0.04
2,"Evening",15,"6","7",0.564,0.037
2,"Evening",15,"7","7",0.579,0.037
2,"Evening",15,"8","7",0.622,0.039
2,"Evening",15,"1","8",0.561,0.04
2,"Evening",15,"2","8",0.547,0.037
2,"Evening",15,"3","8",0.57,0.04
2,"Evening",15,"4","8",0.504,0.04
2,"Evening",15,"5","8",0.548,0.041
2,"Evening",15,"6","8",0.533,0.038
2,"Evening",15,"7","8",0.575,0.037
2,"Evening",15,"8","8",0.598,0.038
2,"Evening",15,"1","9",0.584,0.045
2,"Evening",15,"2","9",0.521,0.04
2,"Evening",15,"3","9",0.562,0.043
2,"Evening",15,"4","9",0.535,0.041
2,"Evening",15,"5","9",0.571,0.042
2,"Evening",15,"6","9",0.548,0.038
2,"Evening",15,"7","9",0.585,0.038
2,"Evening",15,"8","9",0.616,0.04
2,"Evening",15,"1","10",0.511,0.042
2,"Evening",15,"2","10",0.515,0.039
2,"Evening",15,"3","10",0.557,0.043
2,"Evening",15,"4","10",0.473,0.042
2,"Evening",15,"5","10",0.526,0.042
2,"Evening",15,"6","10",0.524,0.041
2,"Evening",15,"7","10",0.65,0.04
2,"Evening",15,"8","10",0.604,0.042
2,"Evening",15,"1","11",0.596,0.04
2,"Evening",15,"2","11",0.507,0.036
2,"Evening",15,"3","11",0.538,0.041
2,"Evening",15,"4","11",0.54,0.039
2,"Evening",15,"5","11",0.538,0.04
2,"Evening",15,"6","11",0.557,0.038
2,"Evening",15,"7","11",0.509,0.036
2,"Evening",15,"8","11",0.567,0.038
2,"Evening",15,"1","12",0.433,0.039
2,"Evening",15,"2","12",0.515,0.039
2,"Evening",15,"3","12",0.541,0.04
2,"Evening",15,"4","12",0.536,0.041
2,"Evening",15,"5","12",0.574,0.041
2,"Evening",15,"6","12",0.552,0.039
2,"Evening",15,"7","12",0.621,0.038
2,"Evening",15,"8","12",0.528,0.039
2,"Evening",16,"1","1",0.534,0.038
2,"Evening",16,"2","1",0.519,0.043
2,"Evening",16,"3","1",0.518,0.042
2,"Evening",16,"4","1",0.54,0.04
2,"Evening",16,"5","1",0.545,0.041
2,"Evening",16,"6","1",0.581,0.037
2,"Evening",16,"7","1",0.61,0.043
2,"Evening",16,"8","1",0.819,0.041
2,"Evening",16,"1","2",0.465,0.039
2,"Evening",16,"2","2",0.522,0.047
2,"Evening",16,"3","2",0.483,0.045
2,"Evening",16,"4","2",0.426,0.039
2,"Evening",16,"5","2",0.483,0.04
2,"Evening",16,"6","2",0.538,0.037
2,"Evening",16,"7","2",0.558,0.042
2,"Evening",16,"8","2",0.526,0.037
2,"Evening",16,"1","3",0.506,0.047
2,"Evening",16,"2","3",0.502,0.04
2,"Evening",16,"3","3",0.491,0.041
2,"Evening",16,"4","3",0.504,0.038
2,"Evening",16,"5","3",0.449,0.039
2,"Evening",16,"6","3",0.49,0.037
2,"Evening",16,"7","3",0.525,0.038
2,"Evening",16,"8","3",0.502,0.038
2,"Evening",16,"1","4",0.477,0.042
2,"Evening",16,"2","4",0.508,0.042
2,"Evening",16,"3","4",0.487,0.038
2,"Evening",16,"4","4",0.421,0.038
2,"Evening",16,"5","4",0.467,0.038
2,"Evening",16,"6","4",0.455,0.036
2,"Evening",16,"7","4",0.559,0.038
2,"Evening",16,"8","4",0.524,0.038
2,"Evening",16,"1","5",0.572,0.039
2,"Evening",16,"2","5",0.463,0.039
2,"Evening",16,"3","5",0.474,0.039
2,"Evening",16,"4","5",0.495,0.039
2,"Evening",16,"5","5",0.461,0.039
2,"Evening",16,"6","5",0.47,0.035
2,"Evening",16,"7","5",0.501,0.036
2,"Evening",16,"8","5",0.508,0.036
2,"Evening",16,"1","6",0.646,0.042
2,"Evening",16,"2","6",0.478,0.038
2,"Evening",16,"3","6",0.508,0.041
2,"Evening",16,"4","6",0.417,0.039
2,"Evening",16,"5","6",0.487,0.037
2,"Evening",16,"6","6",0.516,0.039
2,"Evening",16,"7","6",0.543,0.045
2,"Evening",16,"8","6",0.514,0.038
2,"Evening",16,"1","7",0.415,0.038
2,"Evening",16,"2","7",0.546,0.036
2,"Evening",16,"3","7",0.535,0.039
2,"Evening",16,"4","7",0.455,0.04
2,"Evening",16,"5","7",0.436,0.039
2,"Evening",16,"6","7",0.467,0.039
2,"Evening",16,"7","7",0.522,0.044
2,"Evening",16,"8","7",0.578,0.039
2,"Evening",16,"1","8",0.471,0.038
2,"Evening",16,"2","8",0.458,0.037
2,"Evening",16,"3","8",0.501,0.039
2,"Evening",16,"4","8",0.464,0.04
2,"Evening",16,"5","8",0.496,0.039
2,"Evening",16,"6","8",0.517,0.04
2,"Evening",16,"7","8",0.486,0.049
2,"Evening",16,"8","8",0.479,0.037
2,"Evening",16,"1","9",0.474,0.043
2,"Evening",16,"2","9",0.535,0.04
2,"Evening",16,"3","9",0.49,0.044
2,"Evening",16,"4","9",0.434,0.041
2,"Evening",16,"5","9",0.427,0.04
2,"Evening",16,"6","9",0.446,0.04
2,"Evening",16,"7","9",0.48,0.05
2,"Evening",16,"8","9",0.587,0.042
2,"Evening",16,"1","10",0.42,0.042
2,"Evening",16,"2","10",0.491,0.041
2,"Evening",16,"3","10",0.468,0.044
2,"Evening",16,"4","10",0.486,0.045
2,"Evening",16,"5","10",0.479,0.047
2,"Evening",16,"6","10",0.557,0.043
2,"Evening",16,"7","10",0.524,0.04
2,"Evening",16,"8","10",0.539,0.045
2,"Evening",16,"1","11",0.48,0.039
2,"Evening",16,"2","11",0.489,0.036
2,"Evening",16,"3","11",0.459,0.039
2,"Evening",16,"4","11",0.454,0.044
2,"Evening",16,"5","11",0.416,0.04
2,"Evening",16,"6","11",0.52,0.038
2,"Evening",16,"7","11",0.466,0.036
2,"Evening",16,"8","11",0.584,0.039
2,"Evening",16,"1","12",0.413,0.039
2,"Evening",16,"2","12",0.454,0.038
2,"Evening",16,"3","12",0.476,0.041
2,"Evening",16,"4","12",0.496,0.04
2,"Evening",16,"5","12",0.527,0.041
2,"Evening",16,"6","12",0.571,0.04
2,"Evening",16,"7","12",0.492,0.039
2,"Evening",16,"8","12",0.503,0.039
2,"Evening",17,"1","1",0.504,0.038
2,"Evening",17,"2","1",0.575,0.036
2,"Evening",17,"3","1",0.526,0.037
2,"Evening",17,"4","1",0.51,0.038
2,"Evening",17,"5","1",0.493,0.038
2,"Evening",17,"6","1",0.511,0.036
2,"Evening",17,"7","1",0.523,0.037
2,"Evening",17,"8","1",0.539,0.037
2,"Evening",17,"1","2",0.519,0.039
2,"Evening",17,"2","2",0.499,0.037
2,"Evening",17,"3","2",0.484,0.036
2,"Evening",17,"4","2",0.465,0.038
2,"Evening",17,"5","2",0.53,0.039
2,"Evening",17,"6","2",0.527,0.036
2,"Evening",17,"7","2",0.498,0.035
2,"Evening",17,"8","2",0.462,0.037
2,"Evening",17,"1","3",0.565,0.041
2,"Evening",17,"2","3",0.521,0.037
2,"Evening",17,"3","3",0.569,0.038
2,"Evening",17,"4","3",0.54,0.039
2,"Evening",17,"5","3",0.561,0.039
2,"Evening",17,"6","3",0.542,0.038
2,"Evening",17,"7","3",0.488,0.036
2,"Evening",17,"8","3",0.5,0.037
2,"Evening",17,"1","4",0.577,0.04
2,"Evening",17,"2","4",0.548,0.037
2,"Evening",17,"3","4",0.568,0.038
2,"Evening",17,"4","4",0.546,0.039
2,"Evening",17,"5","4",0.502,0.04
2,"Evening",17,"6","4",0.529,0.035
2,"Evening",17,"7","4",0.563,0.037
2,"Evening",17,"8","4",0.5,0.038
2,"Evening",17,"1","5",0.557,0.038
2,"Evening",17,"2","5",0.511,0.036
2,"Evening",17,"3","5",0.526,0.039
2,"Evening",17,"4","5",0.537,0.038
2,"Evening",17,"5","5",0.56,0.039
2,"Evening",17,"6","5",0.525,0.035
2,"Evening",17,"7","5",0.499,0.037
2,"Evening",17,"8","5",0.513,0.036
2,"Evening",17,"1","6",0.583,0.039
2,"Evening",17,"2","6",0.532,0.037
2,"Evening",17,"3","6",0.523,0.038
2,"Evening",17,"4","6",0.568,0.038
2,"Evening",17,"5","6",0.529,0.038
2,"Evening",17,"6","6",0.651,0.04
2,"Evening",17,"7","6",0.585,0.04
2,"Evening",17,"8","6",0.549,0.038
2,"Evening",17,"1","7",0.563,0.039
2,"Evening",17,"2","7",0.525,0.036
2,"Evening",17,"3","7",0.517,0.042
2,"Evening",17,"4","7",0.513,0.038
2,"Evening",17,"5","7",0.504,0.039
2,"Evening",17,"6","7",0.543,0.037
2,"Evening",17,"7","7",0.523,0.038
2,"Evening",17,"8","7",0.569,0.038
2,"Evening",17,"1","8",0.603,0.039
2,"Evening",17,"2","8",0.534,0.038
2,"Evening",17,"3","8",0.565,0.04
2,"Evening",17,"4","8",0.601,0.041
2,"Evening",17,"5","8",0.543,0.04
2,"Evening",17,"6","8",0.56,0.04
2,"Evening",17,"7","8",0.571,0.04
2,"Evening",17,"8","8",0.532,0.037
2,"Evening",17,"1","9",0.574,0.039
2,"Evening",17,"2","9",0.512,0.038
2,"Evening",17,"3","9",0.59,0.041
2,"Evening",17,"4","9",0.531,0.04
2,"Evening",17,"5","9",0.573,0.043
2,"Evening",17,"6","9",0.572,0.037
2,"Evening",17,"7","9",0.518,0.036
2,"Evening",17,"8","9",0.563,0.039
2,"Evening",17,"1","10",0.605,0.04
2,"Evening",17,"2","10",0.494,0.039
2,"Evening",17,"3","10",0.567,0.041
2,"Evening",17,"4","10",0.527,0.039
2,"Evening",17,"5","10",0.582,0.041
2,"Evening",17,"6","10",0.629,0.041
2,"Evening",17,"7","10",0.609,0.04
2,"Evening",17,"8","10",0.572,0.039
2,"Evening",17,"1","11",0.606,0.041
2,"Evening",17,"2","11",0.529,0.036
2,"Evening",17,"3","11",0.561,0.04
2,"Evening",17,"4","11",0.559,0.04
2,"Evening",17,"5","11",0.606,0.042
2,"Evening",17,"6","11",0.569,0.039
2,"Evening",17,"7","11",0.576,0.041
2,"Evening",17,"8","11",0.565,0.039
2,"Evening",17,"1","12",0.414,0.038
2,"Evening",17,"2","12",0.574,0.039
2,"Evening",17,"3","12",0.576,0.039
2,"Evening",17,"4","12",0.567,0.04
2,"Evening",17,"5","12",0.565,0.041
2,"Evening",17,"6","12",0.543,0.038
2,"Evening",17,"7","12",0.559,0.038
2,"Evening",17,"8","12",0.458,0.039
2,"Evening",18,"1","1",0.597,0.039
2,"Evening",18,"2","1",0.591,0.037
2,"Evening",18,"3","1",0.587,0.039
2,"Evening",18,"4","1",0.586,0.039
2,"Evening",18,"5","1",0.643,0.039
2,"Evening",18,"6","1",0.603,0.037
2,"Evening",18,"7","1",0.631,0.036
2,"Evening",18,"8","1",0.687,0.039
2,"Evening",18,"1","2",0.582,0.039
2,"Evening",18,"2","2",0.678,0.039
2,"Evening",18,"3","2",0.635,0.039
2,"Evening",18,"4","2",0.641,0.04
2,"Evening",18,"5","2",0.655,0.04
2,"Evening",18,"6","2",0.626,0.037
2,"Evening",18,"7","2",0.717,0.037
2,"Evening",18,"8","2",0.745,0.04
2,"Evening",18,"1","3",0.714,0.04
2,"Evening",18,"2","3",0.641,0.038
2,"Evening",18,"3","3",0.691,0.039
2,"Evening",18,"4","3",0.67,0.04
2,"Evening",18,"5","3",0.654,0.04
2,"Evening",18,"6","3",0.618,0.037
2,"Evening",18,"7","3",0.668,0.036
2,"Evening",18,"8","3",0.636,0.039
2,"Evening",18,"1","4",0.658,0.039
2,"Evening",18,"2","4",0.734,0.04
2,"Evening",18,"3","4",0.698,0.039
2,"Evening",18,"4","4",0.641,0.039
2,"Evening",18,"5","4",0.616,0.041
2,"Evening",18,"6","4",0.637,0.036
2,"Evening",18,"7","4",0.623,0.038
2,"Evening",18,"8","4",0.742,0.04
2,"Evening",18,"1","5",0.676,0.04
2,"Evening",18,"2","5",0.698,0.038
2,"Evening",18,"3","5",0.642,0.039
2,"Evening",18,"4","5",0.669,0.038
2,"Evening",18,"5","5",0.691,0.04
2,"Evening",18,"6","5",0.624,0.038
2,"Evening",18,"7","5",0.67,0.037
2,"Evening",18,"8","5",0.637,0.037
2,"Evening",18,"1","6",0.661,0.039
2,"Evening",18,"2","6",0.698,0.04
2,"Evening",18,"3","6",0.709,0.04
2,"Evening",18,"4","6",0.62,0.04
2,"Evening",18,"5","6",0.593,0.038
2,"Evening",18,"6","6",0.688,0.039
2,"Evening",18,"7","6",0.657,0.039
2,"Evening",18,"8","6",0.754,0.04
2,"Evening",18,"1","7",0.654,0.039
2,"Evening",18,"2","7",0.65,0.038
2,"Evening",18,"3","7",0.656,0.039
2,"Evening",18,"4","7",0.63,0.039
2,"Evening",18,"5","7",0.665,0.04
2,"Evening",18,"6","7",0.691,0.037
2,"Evening",18,"7","7",0.604,0.036
2,"Evening",18,"8","7",0.588,0.039
2,"Evening",18,"1","8",0.709,0.04
2,"Evening",18,"2","8",0.622,0.037
2,"Evening",18,"3","8",0.648,0.039
2,"Evening",18,"4","8",0.642,0.039
2,"Evening",18,"5","8",0.654,0.041
2,"Evening",18,"6","8",0.644,0.039
2,"Evening",18,"7","8",0.653,0.037
2,"Evening",18,"8","8",0.669,0.041
2,"Evening",18,"1","9",0.609,0.04
2,"Evening",18,"2","9",0.594,0.036
2,"Evening",18,"3","9",0.62,0.04
2,"Evening",18,"4","9",0.603,0.038
2,"Evening",18,"5","9",0.65,0.041
2,"Evening",18,"6","9",0.627,0.038
2,"Evening",18,"7","9",0.58,0.036
2,"Evening",18,"8","9",0.637,0.038
2,"Evening",18,"1","10",0.698,0.039
2,"Evening",18,"2","10",0.652,0.038
2,"Evening",18,"3","10",0.744,0.042
2,"Evening",18,"4","10",0.581,0.039
2,"Evening",18,"5","10",0.67,0.041
2,"Evening",18,"6","10",0.612,0.039
2,"Evening",18,"7","10",0.639,0.038
2,"Evening",18,"8","10",0.585,0.04
2,"Evening",18,"1","11",0.665,0.041
2,"Evening",18,"2","11",0.664,0.036
2,"Evening",18,"3","11",0.686,0.042
2,"Evening",18,"4","11",0.62,0.038
2,"Evening",18,"5","11",0.64,0.039
2,"Evening",18,"6","11",0.641,0.038
2,"Evening",18,"7","11",0.55,0.037
2,"Evening",18,"8","11",0.591,0.039
2,"Evening",18,"1","12",0.415,0.037
2,"Evening",18,"2","12",0.646,0.037
2,"Evening",18,"3","12",0.662,0.04
2,"Evening",18,"4","12",0.617,0.039
2,"Evening",18,"5","12",0.616,0.042
2,"Evening",18,"6","12",0.586,0.038
2,"Evening",18,"7","12",0.648,0.037
2,"Evening",18,"8","12",0.386,0.036
2,"Evening",19,"1","1",0.422,0.037
2,"Evening",19,"2","1",0.444,0.035
2,"Evening",19,"3","1",0.426,0.037
2,"Evening",19,"4","1",0.461,0.037
2,"Evening",19,"5","1",0.47,0.036
2,"Evening",19,"6","1",0.457,0.035
2,"Evening",19,"7","1",0.471,0.035
2,"Evening",19,"8","1",0.434,0.036
2,"Evening",19,"1","2",0.443,0.037
2,"Evening",19,"2","2",0.433,0.036
2,"Evening",19,"3","2",0.421,0.036
2,"Evening",19,"4","2",0.424,0.038
2,"Evening",19,"5","2",0.412,0.036
2,"Evening",19,"6","2",0.406,0.034
2,"Evening",19,"7","2",0.441,0.034
2,"Evening",19,"8","2",0.394,0.036
2,"Evening",19,"1","3",0.4,0.036
2,"Evening",19,"2","3",0.443,0.036
2,"Evening",19,"3","3",0.398,0.035
2,"Evening",19,"4","3",0.448,0.037
2,"Evening",19,"5","3",0.422,0.036
2,"Evening",19,"6","3",0.453,0.034
2,"Evening",19,"7","3",0.394,0.033
2,"Evening",19,"8","3",0.467,0.037
2,"Evening",19,"1","4",0.431,0.037
2,"Evening",19,"2","4",0.425,0.036
2,"Evening",19,"3","4",0.41,0.036
2,"Evening",19,"4","4",0.449,0.037
2,"Evening",19,"5","4",0.425,0.036
2,"Evening",19,"6","4",0.409,0.034
2,"Evening",19,"7","4",0.409,0.034
2,"Evening",19,"8","4",0.387,0.037
2,"Evening",19,"1","5",0.451,0.034
2,"Evening",19,"2","5",0.426,0.035
2,"Evening",19,"3","5",0.443,0.037
2,"Evening",19,"4","5",0.44,0.036
2,"Evening",19,"5","5",0.418,0.035
2,"Evening",19,"6","5",0.412,0.033
2,"Evening",19,"7","5",0.386,0.032
2,"Evening",19,"8","5",0.393,0.034
2,"Evening",19,"1","6",0.489,0.037
2,"Evening",19,"2","6",0.414,0.036
2,"Evening",19,"3","6",0.456,0.035
2,"Evening",19,"4","6",0.404,0.038
2,"Evening",19,"5","6",0.406,0.035
2,"Evening",19,"6","6",0.429,0.035
2,"Evening",19,"7","6",0.378,0.035
2,"Evening",19,"8","6",0.401,0.037
2,"Evening",19,"1","7",0.458,0.036
2,"Evening",19,"2","7",0.499,0.038
